uniprot,symbol,entrez
Q8TF66,LRRC15,131578
P32929,CTH,1491
O96007|O96033,MOCS2,4338
Q96BW5,PTER,9317
O95336,PGLS,25796
Q9NS86,LANCL2,55915
Q9NQZ5,STARD7,56910
Q8IYB5,SMAP1,60682
Q9BQ61,C19orf43,79002
Q9H568,ACTL8,81569
Q969S8,HDAC10,83933
Q8NCW5,APOA1BP,128240
Q8WU68,U2AF1L4,199746
Q8IV50,LYSMD2,256586
P0CW18,PRSS56,646960
P32320,CDA,978
Q9Y6M0,PRSS21,10942
O94903,PROSC,11212
Q9UH62,ARMCX3,51566
Q6P1Q9,METTL2B,55798
A6NDG6,PGP,283871
Q9Y316,MEMO1,51072
P49585,PCYT1A,5130
Q9NUI1,DECR2,26063
Q9GZV4,EIF5A2,56648
Q9UEU5,GAGE2D,729408
P36915,GNL1,2794
P30419,NMT1,4836
Q9Y6M5,SLC30A1,7779
O75818,RPP40,10799
Q9Y3D3,MRPS16,51021
Q9Y2Z4,YARS2,51067
Q9Y2R5,MRPS17,51373
Q9UKY7,CDV3,55573
P82675,MRPS5,64969
Q9BVQ7,SPATA5L1,79029
Q96E11,MRRF,92399
-,ATP5J2-PTCD1,100526740
O60613,SEP15,9403
-,TRAPPC2B,10597
Q9ULD4,BRPF3,27154
D6RA61,USP17L22,100287513
-,MUC19,283463
Q92839,HAS1,3036
Q86YS7,C2CD5,9847
-,HMGB1P1,10357
Q96B86,RGMA,56963
Q96PE6,ZIM3,114026
Q5T197,DCST1,149095
Q68CR7,LRRC66,339977
Q9NVV4,MTPAP,55149
P21108,PRPS1L1,221823
Q9H9H4,VPS37B,79720
Q9H7P6,MVB12B,89853
Q6ZWJ1,STXBP4,252983
Q86XT2,VPS37D,155382
O60299,LZTS3,9762
Q15438,CYTH1,9267
O60888,CUTA,51596
P14854,COX6B1,1340
O60739,EIF1B,10289
Q8N2S1,LTBP4,8425
O43583,DENR,8562
P12980,LYL1,4066
Q9BWG4,SSBP4,170463
Q5VTD9,GFI1B,8328
Q96F63,CCDC97,90324
Q9Y6N1,COX11,1353
Q9P003,CNIH4,29097
Q9H3H9,TCEAL2,140597
Q9BQ48,MRPL34,64981
-,SERTAD4-AS1,574036
Q6UXT8,FAM150A,389658
Q9Y5V0,ZNF706,51123
-,URB1-AS1,84996
P07093,SERPINE2,5270
P09630,HOXC6,3223
Q8TF01,PNISR,25957
-,SNORD30,9299
P63211,GNGT1,2792
-,SNORD29,9297
Q8TC92,ENOX1,55068
Q15935,ZNF77,58492
O95198,KLHL2,11275
-,SNORD5,692072
C9J7I0,UMAD1,729852
P54826,GAS1,2619
-,LINC00657,647979
Q9HB09,BCL2L12,83596
P78415,IRX3,79191
Q8N6N3,C1orf52,148423
P0CF97,FAM200B,285550
Q96QD5,DEPDC7,91614
Q6ZT07,TBC1D9,23158
-,MIR17HG,407975
-,SNORD27,9301
-,SNORD87,641648
Q16890,TPD52L1,7164
-,SNORD2,619567
-,SNORD31,9298
-,LINC00493,388789
Q9Y663,HS3ST3A1,9955
-,SNORD22,9304
-,SNORA4,619568
O43677,NDUFC1,4717
Q9NXF8,ZDHHC7,55625
Q9NY97,B3GNT2,10678
Q96IL0,APOPT1,84334
Q9NRA2,SLC17A5,26503
Q9BUV0,RSRP1,57035
Q99457,NAP1L3,4675
Q9NUL7,DDX28,55794
P10092,CALCB,797
Q8TF20,ZNF721,170960
Q9BV90,SNRNP25,79622
-,LOC642852,642852
Q6IQ19,CCSAP,126731
A6NNL5,C15orf61,145853
Q02153,GUCY1B3,2983
O75157,TSC22D2,9819
-,SNORD6,692075
Q9BWD3,FAM127B,26071
Q96MC6,HIAT1,64645
Q99684,GFI1,2672
Q9H3J6,C12orf65,91574
P19622,EN2,2020
-,LOC100130417,100130417
Q9NRP0,OSTC,58505
Q9ULI2,RIMKLB,57494
-,SNORD28,9300
Q9BXH1|Q96PG8,BBC3,27113
Q96MD7,C9orf85,138241
P17017,ZNF14,7561
Q9P2E7,PCDH10,57575
Q9NV35,NUDT15,55270
Q96KF7,SMIM8,57150
O60287,URB1,9875
Q96T25,ZIC5,85416
-,SNORD76,692196
Q7Z7B1,PIGW,284098
Q5JS54,PSMG4,389362
-,SBDSP1,155370
Q9Y255,PRELID1,27166
Q9UPR0,PLCL2,23228
Q9BY12,SCAPER,49855
Q9H0Z9,RBM38,55544
C9JCN9,HSBP1L1,440498
P31277,HOXD11,3237
-,SNORA63,6043
A4D161,FAM221A,340277
Q12947,FOXF2,2295
Q86YQ8,CPNE8,144402
Q8N6M9,ZFAND2A,90637
-,SNORA32,692063
-,SNORD75,692195
P15407,FOSL1,8061
Q8NC56,LEMD2,221496
Q15527,SURF2,6835
Q9ULI1,NWD2,57495
Q2M3G4,SHROOM1,134549
Q16670,ZSCAN26,7741
A8MQ14,ZNF850,342892
Q96IR2,ZNF845,91664
Q6ZN06,ZNF813,126017
Q6PK81,ZNF773,374928
Q7L3S4,ZNF771,51333
Q9H5H4,ZNF768,79724
Q7L2R6,ZNF765,91661
Q8NDX6,ZNF740,283337
Q9Y462,ZNF711,7552
Q96C28,ZNF707,286075
Q9UC06,ZNF70,7621
Q5TEC3,ZNF697,90874
Q9H7X3,ZNF696,79943
Q5VV52,ZNF691,51058
Q8N3J9,ZNF664,144348
Q5TYW1,ZNF658,26149
Q9UEG4,ZNF629,23361
Q96LX8,ZNF597,146434
Q969W8,ZNF566,84924
Q7Z340,ZNF551,90233
-,ZNF525,170958
Q8TBZ5,ZNF502,91392
Q8NCK3,ZNF485,220992
Q8WTR7,ZNF473,25888
Q5VIY5,ZNF468,90333
Q9C0F3,ZNF436,80818
Q8TAQ5,ZNF420,147923
Q86UD4,ZNF329,79673
Q6U7Q0,ZNF322,79692
A2RRD8,ZNF320,162967
Q9P2F9,ZNF319,57567
Q96PQ6,ZNF317,57693
Q8N7M2,ZNF283,284349
P17035,ZNF28,7576
Q3ZCT1,ZNF260,339324
Q16600,ZNF239,8187
P17026,ZNF22,7570
O95201,ZNF205,7755
Q99676,ZNF184,7738
Q9HCG1,ZNF160,90338
P17020,ZNF16,7564
Q15072,ZNF146,7705
P52746,ZNF142,7701
Q5SVZ6,ZMYM1,79830
O60481,ZIC3,7547
Q8TF47,ZFP90,146198
Q8N141,ZFP82,284406
Q8NB50,ZFP62,643836
Q9Y6Q3,ZFP37,7539
O15391,YY2,404281
Q9GZM5,YIPF3,25844
Q8N8G2,VGLL2,245806
Q92738,USP6NL,9712
Q16880,UGT8,7368
Q96J42,TXNDC15,79770
Q9GZX9,TWSG1,57045
Q13641,TPBG,7162
Q9H1E5,TMX4,56255
Q71RG4,TMUB2,79089
Q5BJD5,TMEM41B,440026
Q6UW68,TMEM205,374882
Q9UHN6,TMEM2,23670
Q24JP5,TMEM132A,54972
A0AVI4,TMEM129,92305
Q96BZ9,TBC1D20,128637
Q658P3,STEAP3,55240
Q9Y6A9,SPCS1,28972
Q9H930,SP140L,93349
P03973,SLPI,6590
Q6PCB7,SLC27A1,376497
Q96BI1,SLC22A18,5002
P43007,SLC1A4,6509
P55011,SLC12A2,6558
Q9H1B4,NXF5,55998
Q99470,SDF2,6388
Q86SK9,SCD5,79966
Q96DX4,RSPRY1,89970
Q9P2Y4,ZNF219,51222
Q9BU76,C1orf35,79169
Q8N9M1,C19orf47,126526
Q8NDT2,RBM15B,29890
Q9NYW8,RBAK,57786
Q9NR77,PXMP2,5827
Q6GMV3,PTRHD1,391356
Q9P2B2,PTGFRN,5738
Q9UNN8,PROCR,10544
P20264,POU3F3,5455
Q9NZ53,PODXL2,50512
Q9HBL7,PLGRKT,55848
Q92643,PIGK,10026
Q7Z412,PEX26,55670
Q92968,PEX13,5194
O00623,PEX12,5193
O96011,PEX11B,8799
Q9Y5E4,PCDHB5,26167
Q96AQ6,PBXIP1,57326
O95948,ONECUT2,9480
Q96E22,NUS1,116150
Q9UNW9,NOVA2,4858
Q969G9,NKD1,85407
Q9BRK3,MXRA8,54587
O75352,MPDU1,9526
P04746,AMY2A,279
P26572,MGAT1,4245
Q14728,MFSD10,10227
Q6UX53,METTL7B,196410
Q9H8H3,METTL7A,25840
Q6UB28,METAP1D,254042
Q8N3X6,LCORL,254251
Q96PK6,RBM14-RBM4,100526737
Q01081,LOC102724594,102724594
P62805,HIST2H4B,554313
P62805,HIST1H4F,8361
P62805,HIST1H4K,8362
P62805,HIST1H4J,8363
P62805,HIST1H4B,8366
P62805,HIST1H4E,8367
P62805,HIST1H4L,8368
P62805,HIST2H4A,8370
Q8IVS2,MCAT,27349
Q96N66,MBOAT7,79143
P43365,MAGEA12,4111
Q643R3,LPCAT4,254531
Q96JB6,LOXL4,84171
Q9H0V9,LMAN2L,81562
Q8NC54,C5orf15,56951
Q9H0X4,ITFG3,83986
Q6P9B9,INTS5,80789
Q9H116,GZF1,64412
P10075,GLI4,2738
Q9H3K2,GHITM,27069
Q8N9F7,GDPD1,284161
Q96FL9,GALNT14,79623
Q9Y261,FOXA2,3170
O75063,FAM20B,9917
Q9Y5Q0,FADS3,3995
Q93063,EXT2,2132
Q9Y675,SNURF,8926
Q9BW60,ELOVL1,64834
Q8IZ81,ELMOD2,255520
O75319,DUSP11,8446
Q9Y639,NPTN,27020
P52429,DGKE,8526
Q96HD1,CRELD1,78987
O75638,CTAG2,30848
Q9UJN7,ZNF391,346157
Q9BXL5,HEMGN,55363
O15235,MRPS12,6183
Q3SY56,SP6,80320
Q7Z591,AKNA,80709
Q9BQY4,RHOXF2,84528
P78357,CNTNAP1,8506
Q8N9A8,CNEP1R1,255919
P32970,CD70,970
Q9NWR8,CCDC109B,55013
P49069,CAMLG,819
Q8N126,CADM3,57863
O43570,CA12,771
Q6UWU4,C6orf89,221477
Q7Z4R8,C6orf120,387263
Q8N8J7,C4orf32,132720
Q9BWL3,C1orf43,25912
Q96D05,C10orf35,219738
P02765,AHSG,197
Q9BZL4,PPP1R12C,54776
Q9Y493,ZAN,7455
P50895,BCAM,4059
Q8WXF7,ATL1,51062
Q6ICH7,ASPHD2,57168
Q8N6S5,ARL6IP6,151188
Q9Y673,ALG5,29880
Q9BV23,ABHD6,57406
-,CENPVP1,389857
Q96RF0,SNX18,112574
Q96DP5,MTFMT,123263
Q9H0K6,PUS7L,83448
Q8WZ19,KCTD13,253980
Q96QE5,TEFM,79736
Q9Y573,IPP,3652
Q96CB9,NSUN4,387338
Q8NDN9,RCBTB1,55213
Q9Y2Y0,ARL2BP,23568
Q8IYF3,TEX11,56159
P40855,PEX19,5824
P50222,MEOX2,4223
Q9BV19,C1orf50,79078
Q15825,CHRNA6,8973
Q96N96,SPATA13,221178
Q8TF50,ZNF526,116115
Q96MF2,STAC3,246329
Q9Y5W5,WIF1,11197
P00797,REN,5972
Q6P280,ZNF529,57711
P0DJI9,SAA2,6289
Q8N9S9,SNX31,169166
Q8N878,FRMD1,79981
Q93086,P2RX5,5026
Q92781,RDH5,5959
-,IGH,3492
Q9UIL1,SCOC,60592
O43687|Q9P0M2,AKAP7,9465
Q8NCJ5,SPRYD3,84926
Q15751,HERC1,8925
Q9NPC6,MYOZ2,51778
O75069,TMCC2,9911
Q6PIL6,KCNIP4,80333
Q7L190,DPPA4,55211
Q96Q35,ALS2CR12,130540
Q9BYR7,KRTAP3-2,83897
Q6A162,KRT40,125115
Q9BYN7,ZNF341,84905
P48023,FASLG,356
O43281,EFS,10278
A1L443,NUTM2F,54754
Q9Y6B2,EID1,23741
Q9UJW9,SERTAD3,29946
-,C12orf10,60314
Q5VSY0,GKAP1,80318
Q8WVE0,N6AMT2,221143
Q96AQ9,FAM131C,348487
Q86SE8,NPM2,10361
Q96HD9,ACY3,91703
O75558,STX11,8676
Q9UL42,PNMA2,10687
Q8WW34,TMEM239,100288797
Q9BSE2,TMEM79,84283
Q59EK9,RUNDC3A,10900
P86478|P86479|P86481|P86480|P86496,PRR20A,122183
Q15415,RBMY1F,159163
Q9HCK0,ZBTB26,57684
Q96K21,ZFYVE19,84936
Q86Y26,NUTM1,256646
Q68G74,LHX8,431707
O75177,SS18L1,26039
Q969V4,TEKT1,83659
Q8HWS3,RFX6,222546
Q6PEX3,KRTAP26-1,388818
Q8WWB3,DYDC1,143241
Q8WTR4,GDPD5,81544
O95967,EFEMP2,30008
O14613,CDC42EP2,10435
Q02446,SP4,6671
Q9BX82,ZNF471,57573
O14627,CDX4,1046
Q5TD97,FHL5,9457
Q9H898,ZMAT4,79698
Q8N205,SYNE4,163183
P04424,ASL,435
Q9ULU8,CADPS,8618
Q8NF99,ZNF397,84307
Q96JS3,PGBD1,84547
Q96IT1,ZNF496,84838
P10073,ZSCAN22,342945
P17040,ZSCAN20,7579
Q8TF39,ZNF483,158399
Q9UBG3,CRNN,49860
P09417,QDPR,5860
P10301,RRAS,6237
O95716,RAB3D,9545
Q9NWB7,IFT57,55081
-,HOTTIP,100316868
P68431,HIST1H3D,8351
P68431,HIST1H3I,8354
P0C0S8,HIST1H2AG,8969
O43448,KCNAB3,9196
Q6ZU35,KIAA1211,57482
Q9BRR9,ARHGAP9,64333
Q8NFT6,DBF4B,80174
Q5THJ4,VPS13D,55187
Q9ULE6,PALD1,27143
O75616,ERAL1,26284
Q9BYN0,SRXN1,140809
Q8IZC7,ZNF101,94039
O00338,SULT1C2,6819
Q8IYJ1,CPNE9,151835
-,PRSS3P2,154754
Q9HCH3,CPNE5,57699
P0C6C1,ANKRD34C,390616
Q96QH2,PRAM1,84106
-,XIST,7503
Q9UKL4,GJD2,57369
O75127,PTCD1,26024
Q6SJ93,FAM111B,374393
Q8WVM0,TFB1M,51106
P62807,HIST1H2BF,8343
P62807,HIST1H2BI,8346
P68431,HIST1H3G,8355
P68431,HIST1H3J,8356
P68431,HIST1H3H,8357
P68431,HIST1H3B,8358
P68431,HIST1H3F,8968
O95568,METTL18,92342
Q96G21,IMP4,92856
P0DH78,RNF224,643596
O75610,LEFTY1,10637
Q9H461,FZD8,8325
P21730,C5AR1,728
P16455,MGMT,4255
Q9HCS4,TCF7L1,83439
Q92914,FGF11,2256
Q9GZU2,PEG3,5178
Q92786,PROX1,5629
P01011,SERPINA3,12
Q8N143,BCL6B,255877
Q05215,EGR4,1961
Q9BXA9,SALL3,27164
Q8TAX0,OSR1,130497
Q8N2R0,OSR2,116039
Q9BXY4,RSPO3,84870
Q2I0M5,RSPO4,343637
Q96H15,TIMD4,91937
O43541,SMAD6,4091
Q8TDB4,MGARP,84709
A6NCS6,C2orf72,257407
P22413,ENPP1,5167
O60262,GNG7,2788
Q8N5C7,DTWD1,56986
Q9GZP7,VN1R1,57191
P59551,TAS2R60,338398
Q86X59,C17orf82,388407
Q0VDG4,SCRN3,79634
Q6NUN7,C11orf63,79864
Q9H2J1,ARRDC1-AS1,85026
P0CAP2|P0CAP1|Q6EEV4,POLR2M,81488
Q96PT4,DUX3,26582
Q8IXS8,FAM126B,285172
Q6ZUS6,CCDC149,91050
Q8IV53,DENND1C,79958
P62945,RPL41,6171
Q6UWH4,FAM198B,51313
Q9BYE4,SPRR2G,6706
Q7LDG7,RASGRP2,10235
Q96A22,C11orf52,91894
Q8IUQ0,CLVS1,157807
Q8TC29,ENKUR,219670
Q8TDH9,BLOC1S5,63915
O43247,TEX33,339669
Q8WVH0,CPLX3,594855
Q969T3,SNX21,90203
Q9BT17,MTG1,92170
O14966,RAB29,8934
Q9NX09,DDIT4,54541
Q2TAL5,SMTNL2,342527
Q8N0U7,C1orf87,127795
Q96LJ8,UBXN10,127733
Q9BPW5,RASL11B,65997
Q7L592,NDUFAF7,55471
Q6PI47,KCTD18,130535
Q9NV44|Q8TDR4,TCP10L,140290
Q8IUE1,TGIF2LX,90316
Q13352,ITGB3BP,23421
-,WT1-AS,51352
Q6B0I6,KDM4D,55693
Q8WW33,GTSF1,121355
Q86WN1,FCHSD1,89848
Q96NM4,TOX2,84969
Q86VG3,C11orf74,119710
Q9H069,LRRC48,83450
O43320,FGF16,8823
Q9Y2W6,TDRKH,11022
Q06546,GABPA,2551
Q9Y4K1,AIM1,202
Q4KMQ1,TPRN,286262
Q6ZVM7,TOM1L2,146691
Q5K4L6,SLC27A3,11000
-,IGKV1-12,28940
O75448,MED24,9862
-,IGHV3-33,28434
-,IGHM,3507
Q13232,NME3,4832
Q9H7Z7,PTGES2,80142
-,MSL3P1,151507
Q9ULV3,CIZ1,25792
P10588,NR2F6,2063
Q8WXE9,STON2,85439
Q8NDA8,MROH1,727957
Q8TBP6,SLC25A40,55972
Q9Y6I8,PXMP4,11264
Q15526,SURF1,6834
P60059,SEC61G,23480
Q9UIU6,SIX4,51804
Q96HE9,PRR11,55771
-,IGHV1-46,28465
O43815,STRN,6801
Q86SJ6,DSG4,147409
Q9BRU9,UTP23,84294
O15551,CLDN3,1365
Q9NZI7,UBP1,7342
P04279,SEMG1,6406
Q9H061,TMEM126A,84233
Q9Y3Q3,TMED3,23423
O75817,POP7,10248
P61165,TMEM258,746
Q9Y6Q2,STON1,11037
Q9H490,PIGU,128869
Q6NXT4,SLC30A6,55676
Q86YV5,SGK223,157285
Q2T9J0,TYSND1,219743
Q6UW78,UQCC3,790955
Q9UMX3,BOK,666
P22532,SPRR2D,6703
Q96ND0,FAM210A,125228
Q9Y6X9,MORC2,22880
Q53T94,TAF1B,9014
O95718,ESRRB,2103
O15321,TM9SF1,10548
Q9Y3A3,MOB4,25843
A1L170,C1orf226,400793
P24158,PRTN3,5657
Q9BTZ2,DHRS4,10901
O43760,SYNGR2,9144
Q8TAD4,SLC30A5,64924
Q9UQ90,SPG7,6687
Q8N5L8,RPP25L,138716
Q96DR8,MUCL1,118430
Q9HCY8,S100A14,57402
Q9H6K4,OPA3,80207
-,TIMM23B,100652748
Q9Y2Q3,GSTK1,373156
A1L3X0,ELOVL7,79993
O60663,LMX1B,4010
Q8WUQ7,CACTIN,58509
Q6NV74,KIAA1211L,343990
O95707,POP4,10775
Q16651,PRSS8,5652
Q9Y256,RCE1,9986
Q9NVR2,INTS10,55174
Q9NZP5,OR5AC2,81050
Q9BYJ1,ALOXE3,59344
Q6UXG2,KIAA1324,57535
A6NI56,CCDC154,645811
Q8N7B1,HORMAD2,150280
P98173,FAM3A,60343
Q9HBH1,PDF,64146
Q96MX3,ZNF48,197407
Q9P1Y6,PHRF1,57661
Q3KQZ1,SLC25A35,399512
Q6E0U4,DMKN,93099
Q9HC84,MUC5B,727897
O95528,SLC2A10,81031
Q9UMS6,SYNPO2,171024
P45877,PPIC,5480
E5RJM6,ANKRD65,441869
Q96C34,RUNDC1,146923
Q9H8M1,COQ10B,80219
Q9BXU8,FTHL17,53940
Q5VU13,VSIG8,391123
O15240,VGF,7425
Q14574,DSC3,1825
P23490,LOR,4014
O75072,FKTN,2218
Q765P7,MTSS1L,92154
Q3SY17,SLC25A52,147407
Q8N2U0,TMEM256,254863
Q9HAT1,LMAN1L,79748
Q8NH43,OR4L1,122742
P03897,ND3,4537
Q5W0U4,BSPRY,54836
Q96LT9,RNPC3,55599
Q9BYD1,MRPL13,28998
Q8TAK5,GABPB2,126626
Q9NQV6,PRDM10,56980
Q92481,TFAP2B,7021
Q9ULD5,ZNF777,27153
Q6UXI9,NPNT,255743
P61960,UFM1,51569
Q9H6Y2,WDR55,54853
Q99985,SEMA3C,10512
Q9BQ87,TBL1Y,90665
A6NDB9,PALM3,342979
Q5T653,MRPL2,51069
Q96N11,C7orf26,79034
Q14699,RFTN1,23180
Q9Y2G8,DNAJC16,23341
P50151,GNG10,2790
Q15572,TAF1C,9013
-,NBPF20,100288142
Q96FK6,WDR89,112840
Q9NP64,ZCCHC17,51538
Q5W0A0,ERICH6B,220081
Q8N554,ZNF276,92822
Q6IN84,MRM1,79922
Q8N755,PQLC3,130814
O43278,SPINT1,6692
Q8N567,ZCCHC9,84240
Q8TEY5,CREB3L4,148327
Q7Z6M4,MTERF4,130916
Q8WVI0,SMIM4,440957
O15438,ABCC3,8714
Q96BQ5,CCDC127,133957
Q8TBK6,ZCCHC10,54819
Q9UN73,PCDHA6,56142
Q4G0Z9,MCMDC2,157777
Q15389,ANGPT1,284
O00746,NME4,4833
Q8TBY9,WDR66,144406
P0DMM9|P0DMN0,SULT1A4,445329
Q14435,GALNT3,2591
Q96NK8,NEUROD6,63974
Q13562,NEUROD1,4760
P26378,ELAVL4,1996
Q8WZA0,LZIC,84328
Q13118,KLF10,7071
-,GOLGA6L5P,374650
Q9Y5P8,PPP2R3B,28227
Q8IV03,LURAP1L,286343
Q99616,CCL13,6357
P21695,GPD1,2819
O15504,NUPL2,11097
Q8TD47,RPS4Y2,140032
Q7Z3Y8,KRT27,342574
Q7Z3Y9,KRT26,353288
Q6PD74,AAGAB,79719
-,IGKV2-30,28919
Q9Y536,PPIAL4B,653505
Q9NXG2,THUMPD1,55623
Q6MZW2,FSTL4,23105
Q96BP2,CHCHD1,118487
Q6YI46,TMEM64,169200
Q6EKJ0,GTF2IRD2B,389524
P20648,ATP4A,495
Q9Y3D5,MRPS18C,51023
Q15771,RAB30,27314
Q96AX2,RAB37,326624
Q96E17,RAB3C,115827
Q9BVS5,TRMT61B,55006
P83110,HTRA3,94031
P09488,GSTM1,2944
P28161,GSTM2,2946
Q03013,GSTM4,2948
Q8WV48,CCDC107,203260
Q9NY46,SCN3A,6328
Q9NZW4,DSPP,1834
P0CB33,ZNF735,730291
Q9H649,NSUN3,63899
Q92764,KRT35,3886
Q9UI15,TAGLN3,29114
Q6UWU2,GLB1L,79411
Q96DC7,TMCO6,55374
-,IGKV2D-40,28878
P58557,YBEY,54059
Q9NY25,CLEC5A,23601
Q96EL2,MRPS24,64951
Q9HBT7,ZNF287,57336
Q7Z4Q2,HEATR3,55027
A6NFR6,C5orf60,285679
-,RPL39P5,553117
P59047,NLRP5,126206
Q659C4,LARP1B,55132
-,HSP90AA4P,3323
Q9BUL9,RPP25,54913
-,RPL37AP8,644338
-,MRPL45,84311
P56373,P2RX3,5024
Q8N7U6,EFHB,151651
P16452,EPB42,2038
Q5T2R2,PDSS1,23590
Q9BQI6,ANKRD32,84250
Q969H6,POP5,51367
Q9BYC9,MRPL20,55052
Q6XE24,RBMS3,27303
O75394,MRPL33,9553
Q9BWV7,TTLL2,83887
Q9NZV7,ZIM2,23619
Q96M32,AK7,122481
Q9P2J9,PDP2,57546
O60759,CYTIP,9595
P14555,PLA2G2A,5320
P20839,IMPDH1,3614
-,VPS9D1-AS1,100128881
-,DFNB26,23714
Q6ZMJ4,IL34,146433
P41181,AQP2,359
Q9UQ52,CNTN6,27255
Q9HBZ2,ARNT2,9915
P23471,PTPRZ1,5803
Q9Y421,FAM32A,26017
P69891,HBG1,3047
Q9UK33,ZNF580,51157
Q9BWT3,PAPOLG,64895
P35030,PRSS3,5646
Q4VX62,C6orf99,100130967
A8MVX0,ARHGEF33,100271715
C9JPN9,USP17L12,100287205
A6NLF2,TCEB3CL2,100506888
A6NNV3,LOC102723555,102723555
Q6NSH3,CT45A9,102723680
-,CT45A8,102723737
Q9UNE0,EDAR,10913
O43766,LIAS,11019
P53816,PLA2G16,11145
Q7Z408,CSMD2,114784
Q7Z2K8,GPRIN1,114787
Q7LBE3,SLC26A9,115019
Q5T4F4,ZFYVE27,118813
Q8NGJ5,OR51L1,119682
Q8NGF8,OR4B1,119765
Q8TDD2,SP7,121340
Q9HBR0,SLC38A10,124565
Q8IVV2,LOXHD1,125336
Q8IYK2,CCDC105,126402
Q5JPB2,ZNF831,128611
P27658,COL8A1,1295
Q92523,CPT1B,1375
Q8NGS7,OR13C8,138802
Q9H112,CST11,140880
Q4G1C9,GLIPR1L2,144321
Q6GPH6,ITPRIPL1,150771
Q96N16,JAKMIP1,152789
Q8N6K7,SAMD3,154075
Q8ND71,GIMAP8,155038
Q96NL8,C8orf37,157657
Q5HYC2,KIAA2026,158358
Q5JRC9,FAM47A,158724
Q8N7X4,MAGEB6,158809
Q8TE96,DQX1,165545
Q8NHV1,GIMAP7,168537
Q96M60,FAM227B,196951
P54852,EMP3,2014
Q8IY51,TIGD4,201798
Q86VV4,RANBP3L,202151
Q8N944,AMER3,205147
O15540,FABP7,2173
A4D0S4,LAMB4,22798
O43149,ZZEF1,23140
Q9UPR6,ZFR2,23217
Q6IPM2,IQCE,23288
O14524,TMEM194A,23306
Q9H1K1,ISCU,23479
Q5J5C9,DEFB121,245934
Q86SG7,LYG2,254773
Q9NR99,MXRA5,25878
P59538,TAS2R31,259290
Q8NGT1,OR2K2,26248
Q8IZJ4,RGL4,266747
Q96S38,RPS6KC1,26750
P40197,GP5,2814
Q9HBT6,CDH20,28316
Q86WA9,SLC26A11,284129
Q8IXY8,PPIL6,285755
Q8N9S7,CHDC2,286464
O75628,REM1,28954
Q9UL01,DSE,29940
P20718,GZMH,2999
Q86WD7,SERPINA9,327657
Q3KNW1,SNAI3,333929
Q05084,ICA1,3382
Q8NGH7,OR52L1,338751
P47928,ID4,3400
Q2UY09,COL28A1,340267
Q6S8J7,POTEA,340441
P0C7T5,ATXN1L,342371
A8MTJ3,GNAT3,346562
O60741,HCN1,348980
Q5SVQ8,ZBTB41,360023
Q6ZSC3,RBM43,375287
Q9UIX4,KCNG1,3755
Q76KD6,SPATC1,375686
Q92806,KCNJ9,3765
Q9ULS6,KCNS2,3788
A6NGG8,C2orf71,388939
Q8N831,TSPYL6,388951
Q6UXV0,GFRAL,389400
Q6ZUL3,C8orf86,389649
Q6IEU7,OR5M10,390167
Q96R09,OR5B2,390190
Q6ZVZ8,ASB18,401036
Q6J272,FAM166A,401565
Q8NGJ6,OR51A4,401666
Q7Z4U5,C6orf201,404220
Q5VUR7,ANKRD20A3,441425
Q49A17,GALNTL6,442117
Q13402,MYO7A,4647
Q15784,NEUROD2,4761
Q5GAN4,RNASE12,493901
P23515,OMG,4974
P00480,OTC,5009
Q9ULC3,RAB23,51715
P49763,PGF,5228
Q9NX78,TMEM260,54916
Q9NX00,TMEM160,54958
Q8NDB2,BANK1,55024
Q9NVE4,CCDC87,55231
Q9NV23,OLAH,55301
Q9Y5G1,PCDHGB3,56102
Q9Y5F1,PCDHB12,56124
Q9Y5H7,PCDHA5,56143
Q9BYG8,GSDMC,56169
Q9NR63,CYP26B1,56603
Q9P2N4,ADAMTS9,56999
Q9H1C0,LPAR5,57121
P34995,PTGER1,5731
P23219,PTGS1,5742
Q8TD84,DSCAML1,57453
Q9HCC9,ZFYVE28,57732
Q9H4Q3,PRDM13,59336
Q9HBX9,RXFP1,59350
Q16518,RPE65,6121
Q96AQ8,MCUR1,63933
Q9H4Z3,PCIF1,63935
Q9HAS3,SLC28A3,64078
Q9H3Q3,GAL3ST2,64090
A6NKL6,TMEM200C,645369
A8MZG2,C16orf90,646174
Q9H8X2,IPPK,64768
P31639,SLC5A2,6524
A6NMD2,GOLGA8J,653073
P31641,SLC6A6,6533
P35443,THBS4,7060
Q92752,TNR,7143
-,CT45A2,728911
P09327,VIL1,7429
Q93097,WNT2B,7482
P35218,CA5A,763
Q9NYT6,ZNF226,7769
O60840,CACNA1F,778
Q13029,PRDM2,7799
Q8NH53,OR52N1,79473
Q96EW2,HSPBAP1,79663
Q9H7Y0,CXorf36,79742
Q9H9D4,ZNF408,79797
Q9HCF6,TRPM3,80036
Q5TGP6,MROH9,80133
P16260,SLC25A16,8034
Q8N693,ESX1,80712
Q9H7C4,SYNC,81493
Q7RTX0,TAS1R3,83756
Q9BX73,TM2D2,83877
Q9H0J4,QRICH2,84074
Q5VT97,SYDE2,84144
Q75N90,FBN3,84467
Q8N4X5,AFAP1L2,84632
Q8IUF8,MINA,84864
Q96SZ5,ADO,84890
O14788,TNFSF11,8600
O75452,RDH16,8608
O15130,NPFF,8620
O95388,WISP1,8840
Q9H7J1,PPP1R3E,90673
Q8N999,C12orf29,91298
Q17RC7,EXOC3L4,91828
